IUCN,Generations,median_Ne,lq_Ne,uq_Ne
EN,154225.86525741612,72684.48496448391,56338.430894807316,116053.69542400692
EN,162913.27513239108,75139.43142404832,54619.787166925984,120570.27562263579
EN,172090.03930737174,81475.86442465268,56930.50775043847,120903.61255380098
EN,181783.72268770734,89510.26821824469,62010.47804175122,123623.69035947774
EN,192023.44288607375,95190.55932392068,65561.67580256921,124555.89452344921
EN,202839.95768513661,99966.97384537032,68870.99602529852,129837.74101859727
EN,214265.75742691258,108075.34045097913,70586.1390537142,133896.7004620209
EN,226335.16260633973,115407.10181420611,72085.0382183277,145574.40709540696
EN,239084.4269622149,126356.11507165384,74425.498955534,164850.6176498268
EN,252551.84637514898,129418.16753328394,79437.76992172468,193969.30052327778
EN,266777.87389965414,136230.467360478,80744.78707749295,227619.48221018462
EN,281805.2412758877,139839.83331637253,86463.53318776144,265397.9781973128
EN,297679.08728604735,143890.13026025298,90470.92926420509,295777.4510542027
EN,314447.093340972,147421.23305007978,94743.36524609852,334918.61022677034
EN,332159.62670421787,153072.39327154105,98030.85299302585,353677.2263927119
EN,350869.8917838262,167383.2446398915,100793.71808012776,345435.73154969234
EN,370634.08994621935,174261.96531699656,106843.71186495888,395724.56315870536
EN,391511.5883322841,180907.3455311775,109571.9971637844,494619.5486642804
EN,413565.09818271094,201605.39048428537,120946.9067496918,502125.1163048178
EN,436860.8632082517,197836.94752395555,135086.91749120562,547868.1517798062
EN,461468.85857070895,215221.51466271735,142504.00358025005,712409.9037807048
EN,487463.00107235287,226246.6844608269,146290.78101739788,918178.8707924604
EN,514921.37118512567,245059.62052623346,157829.70963301547,913452.8587572204
EN,543926.4475865641,301495.9816545694,182875.3750538365,974405.996183119
EN,574565.3549069184,288918.8869513347,202528.84337866015,1036651.1759838732
EN,606930.1254316657,307582.1726947082,213215.8724055914,1019312.7052129764
EN,641117.9755454864,349172.3225470309,215935.554194047,941802.1074485033
EN,677231.5977481019,377979.7302235116,235132.5401809999,1209453.1853118693
EN,715379.4691191075,439830.49395521183,235988.77022738566,1395789.7577807826
EN,755676.1771583632,479175.7964755342,229628.86197453804,1395789.7577807826
EN,798242.7639806941,651483.1335514862,256621.77834397697,1601069.2169586164
EN,843207.0898987766,698017.1548158266,273675.6936668997,1755525.75737191
EN,890704.2174863509,733432.8601115637,291257.3309840119,1789881.0662544668
EN,940876.8172753522,849189.0581819826,306999.86675775977,1789881.0662544668
EN,993875.5963056412,929917.427419705,348193.5642956078,1811319.2305515984
EN,1049859.7508145561,1148365.1006912976,379522.0415849677,1928591.8627270423
EN,1108997.4444260793,1301295.335940083,414385.16603263177,2179960.008298643
EN,1171466.3132759875,1341950.5806749726,547098.8325045318,2179960.008298643
EN,1237453.9995902644,1448193.1744421883,545806.297947321,2226128.969499732
EN,1307158.7153195224,1593966.2615528014,553440.5885584529,2226128.969499732
EN,1380789.8375224848,1649138.4261522326,629183.296764307,2407467.0154382926
EN,1458568.5372868625,1649138.4261522326,842479.6294465694,2586013.519404605
EN,1540728.444076845,1765774.670204355,1000647.7649658881,2582989.9455338153
EN,1627516.3475026898,1800617.6162558529,1046822.2626776053,2586013.519404605
EN,1719192.9386203927,1821931.6836930634,1046822.2626776053,2696185.392032437
EN,1816033.592988126,1800617.6162558529,1061238.1825069329,2779013.7471853225
EN,1918329.197831573,1800617.6162558529,1080641.997285042,2779013.7471853225
EN,2026387.0258027695,1800617.6162558529,1053808.170813257,2779013.7471853225
EN,2140531.6579570216,1821931.6836930634,1171124.4164395854,2779013.7471853225
EN,2261105.9587203506,1856627.5461116065,1304111.8407982178,2853810.2286347332
EN,2388472.1057759426,2115821.498151818,1341631.4773807644,2853810.2286347332
EN,2523012.677963281,2181080.9020775026,1341631.4773807644,2947124.772311336
EN,2665131.80445767,2181080.9020775026,1354989.276610662,2947124.772311336
EN,2815256.378682045,2210785.047163315,1341631.4773807644,2947124.772311336
EN,2973837.340597398,2268935.249364243,1341631.4773807644,2947124.772311336
EN,3141351.0312235095,2268935.249364243,1341631.4773807644,2947124.772311336
EN,3318300.6234586537,2268935.249364243,1341631.4773807644,2947124.772311336
EN,3505217.633496204,2268935.249364243,1448854.457204531,2947124.772311336
EN,3702663.5173779097,2431160.954401181,1500596.5911035943,2947124.772311336
EN,3911231.357479761,2431160.954401181,1500596.5911035943,3004427.3771391315
EN,4131547.6439960888,2431160.954401181,1500596.5911035943,3004427.3771391315
EN,4364274.156773136,2431160.954401181,1500596.5911035943,3004427.3771391315
EN,4610109.953144691,2431160.954401181,1500596.5911035943,3004427.3771391315
EN,4869793.467740785,2431160.954401181,1500596.5911035943,3004427.3771391315
EN,5144104.730576789,2431160.954401181,1500596.5911035943,3004427.3771391315
EN,5433867.710085632,2431160.954401181,1500596.5911035943,3004427.3771391315
EN,5739952.7881308375,2431160.954401181,1500596.5911035943,3004427.3771391315
