species,lineage,IUCN_status,captivity_flag,left_time_boundary_0,right_time_boundary_0,lambda_0,left_time_boundary_1,right_time_boundary_1,lambda_1,left_time_boundary_2,right_time_boundary_2,lambda_2,left_time_boundary_3,right_time_boundary_3,lambda_3,left_time_boundary_4,right_time_boundary_4,lambda_4,left_time_boundary_5,right_time_boundary_5,lambda_5,left_time_boundary_6,right_time_boundary_6,lambda_6,left_time_boundary_7,right_time_boundary_7,lambda_7,left_time_boundary_8,right_time_boundary_8,lambda_8,left_time_boundary_9,right_time_boundary_9,lambda_9,left_time_boundary_10,right_time_boundary_10,lambda_10,left_time_boundary_11,right_time_boundary_11,lambda_11,left_time_boundary_12,right_time_boundary_12,lambda_12,left_time_boundary_13,right_time_boundary_13,lambda_13,left_time_boundary_14,right_time_boundary_14,lambda_14,left_time_boundary_15,right_time_boundary_15,lambda_15,left_time_boundary_16,right_time_boundary_16,lambda_16,left_time_boundary_17,right_time_boundary_17,lambda_17,left_time_boundary_18,right_time_boundary_18,lambda_18,left_time_boundary_19,right_time_boundary_19,lambda_19,left_time_boundary_20,right_time_boundary_20,lambda_20,left_time_boundary_21,right_time_boundary_21,lambda_21,left_time_boundary_22,right_time_boundary_22,lambda_22,left_time_boundary_23,right_time_boundary_23,lambda_23,left_time_boundary_24,right_time_boundary_24,lambda_24,left_time_boundary_25,right_time_boundary_25,lambda_25,left_time_boundary_26,right_time_boundary_26,lambda_26,left_time_boundary_27,right_time_boundary_27,lambda_27,left_time_boundary_28,right_time_boundary_28,lambda_28,left_time_boundary_29,right_time_boundary_29,lambda_29,left_time_boundary_30,right_time_boundary_30,lambda_30,left_time_boundary_31,right_time_boundary_31,lambda_31
Hoplias_malabaricus,Ray-finned fishes,LC,no,0.0,3.28739e-05,3197.06,3.28739e-05,7.13282e-05,3197.06,7.13282e-05,0.00011631,765.233,0.00011631,0.000168928,742.489,0.000168928,0.000230477,952.612,0.000230477,0.000302475,1166.29,0.000302475,0.000386694,1129.85,0.000386694,0.000485209,990.944,0.000485209,0.000600447,868.574,0.000600447,0.000735247,753.399,0.000735247,0.000892928,651.387,0.000892928,0.00107738,580.486,0.00107738,0.00129314,535.049,0.00129314,0.00154552,495.547,0.00154552,0.00184074,453.493,0.00184074,0.00218609,409.408,0.00218609,0.00259005,364.231,0.00259005,0.00306258,317.664,0.00306258,0.00361533,271.019,0.00361533,0.0042619,228.397,0.0042619,0.00501824,191.354,0.00501824,0.00590295,158.968,0.00590295,0.00693785,131.001,0.00693785,0.00814843,107.573,0.00814843,0.0095645,88.2234,0.0095645,0.0112209,74.8972,0.0112209,0.0131586,73.6802,0.0131586,0.0154251,151.358,0.0154251,0.0180764,151.358,0.0180764,0.0211777,16.8063,0.0211777,0.0248055,16.8063,0.0248055,inf,16.8063
Hydrolagus_colliei,Cartilaginous fishes,LC,no,0.0,2.02331e-05,953.543,2.02331e-05,4.39008e-05,953.543,4.39008e-05,7.1586e-05,2081.54,7.1586e-05,0.000103971,2007.9,0.000103971,0.000141853,1432.15,0.000141853,0.000186166,1098.2,0.000186166,0.000238,967.833,0.000238,0.000298634,913.812,0.000298634,0.00036956,903.922,0.00036956,0.000452526,905.504,0.000452526,0.000549575,900.902,0.000549575,0.000663099,892.959,0.000663099,0.000795893,887.502,0.000795893,0.000951229,886.184,0.000951229,0.00113293,888.666,0.00113293,0.00134548,890.457,0.00134548,0.00159411,883.634,0.00159411,0.00188494,860.404,0.00188494,0.00222514,813.16,0.00222514,0.0026231,736.14,0.0026231,0.0030886,631.804,0.0030886,0.00363312,511.749,0.00363312,0.00427008,390.565,0.00427008,0.00501516,282.289,0.00501516,0.00588671,197.501,0.00588671,0.00690621,140.286,0.00690621,0.00809878,109.483,0.00809878,0.00949378,125.087,0.00949378,0.0111256,125.087,0.0111256,0.0130344,13.721,0.0130344,0.0152672,13.721,0.0152672,inf,13.721
Hyla_sarda,Amphibians,LC,no,0.0,4.64141e-05,2060.36,4.64141e-05,0.000100707,2060.36,0.000100707,0.000164216,1934.35,0.000164216,0.000238506,749.882,0.000238506,0.000325406,482.552,0.000325406,0.000427058,393.215,0.000427058,0.000545965,323.709,0.000545965,0.000685057,291.686,0.000685057,0.000847759,281.686,0.000847759,0.00103808,278.409,0.00103808,0.00126071,273.964,0.00126071,0.00152113,268.209,0.00152113,0.00182575,265.541,0.00182575,0.00218209,267.631,0.00218209,0.00259891,271.896,0.00259891,0.00308649,273.656,0.00308649,0.00365684,269.915,0.00365684,0.004324,260.931,0.004324,0.00510441,247.669,0.00510441,0.0060173,229.775,0.0060173,0.00708515,206.722,0.00708515,0.00833427,178.98,0.00833427,0.00979542,148.753,0.00979542,0.0115046,119.809,0.0115046,0.0135039,95.4516,0.0135039,0.0158426,77.3517,0.0158426,0.0185783,67.5188,0.0185783,0.0217784,93.3051,0.0217784,0.0255217,93.3051,0.0255217,0.0299004,19.2945,0.0299004,0.0350225,19.2945,0.0350225,inf,19.2945
Hypanus_sabinus,Cartilaginous fishes,LC,no,0.0,3.84053e-05,1473.66,3.84053e-05,8.33299e-05,1473.66,8.33299e-05,0.00013588,1678.08,0.00013588,0.000197352,1590.03,0.000197352,0.000269257,1186.33,0.000269257,0.000353369,1166.72,0.000353369,0.000451759,1480.68,0.000451759,0.00056685,1999.36,0.00056685,0.000701478,2327.52,0.000701478,0.000858959,2053.64,0.000858959,0.00104317,1452.42,0.00104317,0.00125866,989.348,0.00125866,0.00151072,738.612,0.00151072,0.00180557,628.969,0.00180557,0.00215047,592.7,0.00215047,0.00255392,579.014,0.00255392,0.00302585,527.559,0.00302585,0.00357789,383.085,0.00357789,0.00422364,197.186,0.00422364,0.00497901,81.5852,0.00497901,0.0058626,34.9018,0.0058626,0.00689619,18.0663,0.00689619,0.00810522,11.6229,0.00810522,0.00951948,9.25917,0.00951948,0.0111738,8.48884,0.0111738,0.013109,8.52723,0.013109,0.0153726,10.272,0.0153726,0.0180205,25.6212,0.0180205,0.0211179,25.6212,0.0211179,0.0247411,27.3484,0.0247411,0.0289793,27.3484,0.0289793,inf,27.3484
Hyperoodon_ampullatus,Mammals,NT,no,0.0,7.1816e-06,2.36543,7.1816e-06,1.55823e-05,2.36543,1.55823e-05,2.5409e-05,2295.62,2.5409e-05,3.69037e-05,8203.22,3.69037e-05,5.03497e-05,8811.93,5.03497e-05,6.60782e-05,7733.36,6.60782e-05,8.44766e-05,7244.55,8.44766e-05,0.000105998,7396.31,0.000105998,0.000131173,7339.73,0.000131173,0.000160621,6687.47,0.000160621,0.000195068,5942.55,0.000195068,0.000235362,5443.6,0.000235362,0.000282497,4897.89,0.000282497,0.000337632,4212.24,0.000337632,0.000402127,3626.09,0.000402127,0.000477569,3241.34,0.000477569,0.000565818,2973.0,0.000565818,0.000669048,2704.6,0.000669048,0.0007898,2395.31,0.0007898,0.00093105,2012.57,0.00093105,0.00109628,1511.17,0.00109628,0.00128955,900.716,0.00128955,0.00151563,399.628,0.00151563,0.0017801,149.103,0.0017801,0.00208945,55.0685,0.00208945,0.00245131,28.4183,0.00245131,0.00287461,31.1638,0.00287461,0.00336975,552.931,0.00336975,0.00394895,552.931,0.00394895,0.00462646,40.391,0.00462646,0.00541899,40.391,0.00541899,inf,40.391
Hyperoplus_immaculatus,Ray-finned fishes,DD/NE,no,0.0,1.38407e-05,250.871,1.38407e-05,3.00309e-05,250.871,3.00309e-05,4.89693e-05,434.868,4.89693e-05,7.11226e-05,629.596,7.11226e-05,9.70363e-05,874.787,9.70363e-05,0.000127349,1178.93,0.000127349,0.000162807,1392.09,0.000162807,0.000204284,1485.65,0.000204284,0.000252802,1555.59,0.000252802,0.000309556,1634.99,0.000309556,0.000375944,1695.32,0.000375944,0.000453601,1698.89,0.000453601,0.000544441,1630.51,0.000544441,0.0006507,1501.13,0.0006507,0.000774997,1336.16,0.000774997,0.000920394,1162.26,0.000920394,0.00109047,1001.68,0.00109047,0.00128942,864.6,0.00128942,0.00152214,749.391,0.00152214,0.00179436,649.563,0.00179436,0.0021128,559.788,0.0021128,0.00248528,476.913,0.00248528,0.002921,399.198,0.002921,0.00343068,326.554,0.00343068,0.00402688,261.143,0.00402688,0.00472428,208.076,0.00472428,0.00554007,172.927,0.00554007,0.00649434,183.56,0.00649434,0.00761059,183.56,0.00761059,0.00891633,7.39569,0.00891633,0.0104437,7.39569,0.0104437,inf,7.39569
Inia_geoffrensis,Mammals,EN,no,0.0,9.71283e-06,8243.04,9.71283e-06,2.10744e-05,8243.04,2.10744e-05,3.43646e-05,30104.4,3.43646e-05,4.99108e-05,17832.1,4.99108e-05,6.8096e-05,12591.0,6.8096e-05,8.93681e-05,8223.21,8.93681e-05,0.000114251,5637.51,0.000114251,0.000143358,4370.2,0.000143358,0.000177406,4103.78,0.000177406,0.000217234,4258.5,0.000217234,0.000263822,4172.79,0.000263822,0.000318318,3627.74,0.000318318,0.000382066,2944.9,0.000382066,0.000456634,2429.56,0.000456634,0.00054386,2107.19,0.00054386,0.000645894,1901.48,0.000645894,0.000765247,1739.78,0.000765247,0.00090486,1564.33,0.00090486,0.00106817,1363.33,0.00106817,0.00125921,1125.08,0.00125921,0.00148267,812.371,0.00148267,0.00174407,447.915,0.00174407,0.00204984,182.948,0.00204984,0.00240751,60.2548,0.00240751,0.0028259,20.8879,0.0028259,0.0033153,11.7568,0.0033153,0.00388779,16.4076,0.00388779,0.00455745,552.529,0.00455745,0.00534079,552.529,0.00534079,0.00625711,25.7566,0.00625711,0.00732896,25.7566,0.00732896,inf,25.7566
Jaculus_jaculus,Mammals,LC,likely,0.0,3.39806e-05,562.392,3.39806e-05,7.37293e-05,562.392,7.37293e-05,0.000120225,139.995,0.000120225,0.000174614,373.084,0.000174614,0.000238236,330.982,0.000238236,0.000312657,372.035,0.000312657,0.000399711,413.807,0.000399711,0.000501542,463.831,0.000501542,0.000620659,490.939,0.000620659,0.000759997,484.615,0.000759997,0.000922987,443.818,0.000922987,0.00111364,409.296,0.00111364,0.00133667,404.009,0.00133667,0.00159755,429.667,0.00159755,0.00190271,482.163,0.00190271,0.00225967,553.404,0.00225967,0.00267723,628.452,0.00267723,0.00316568,682.387,0.00316568,0.00373703,683.852,0.00373703,0.00440537,615.325,0.00440537,0.00518716,498.198,0.00518716,0.00610166,371.295,0.00610166,0.0071714,260.585,0.0071714,0.00842273,177.324,0.00842273,0.00988646,120.682,0.00988646,0.0115987,85.8738,0.0115987,0.0136015,70.7051,0.0136015,0.0159444,137.381,0.0159444,0.0186849,137.381,0.0186849,0.0218906,11.2605,0.0218906,0.0256406,11.2605,0.0256406,inf,11.2605
Kogia_breviceps,Mammals,LC,no,0.0,5.78943e-05,66.7604,5.78943e-05,0.000125616,66.7604,0.000125616,0.000204834,87.9165,0.000204834,0.000297498,97.3377,0.000297498,0.000405893,117.521,0.000405893,0.000532688,122.458,0.000532688,0.000681006,170.237,0.000681006,0.000854501,201.149,0.000854501,0.00105745,202.915,0.00105745,0.00129484,204.068,0.00129484,0.00157254,223.413,0.00157254,0.00189737,266.379,0.00189737,0.00227734,333.793,0.00227734,0.00272181,421.379,0.00272181,0.00324173,515.659,0.00324173,0.00384991,592.613,0.00384991,0.00456133,623.54,0.00456133,0.00539351,587.508,0.00539351,0.00636695,480.745,0.00636695,0.00750564,328.612,0.00750564,0.00883761,197.536,0.00883761,0.0103957,124.009,0.0103957,0.0122183,91.0993,0.0122183,0.0143502,70.5226,0.0143502,0.016844,49.8489,0.016844,0.0197612,36.1616,0.0197612,0.0231736,35.3204,0.0231736,0.0271652,99.8095,0.0271652,0.0318343,99.8095,0.0318343,0.0372961,28.2728,0.0372961,0.043685,28.2728,0.043685,inf,28.2728
Labrus_bergylta,Ray-finned fishes,LC,no,0.0,3.81479e-05,1190.98,3.81479e-05,8.27714e-05,1190.98,8.27714e-05,0.00013497,993.563,0.00013497,0.000196029,747.364,0.000196029,0.000267452,628.008,0.000267452,0.000351,544.074,0.000351,0.000448731,486.594,0.000448731,0.000563051,446.681,0.000563051,0.000696776,425.676,0.000696776,0.000853202,421.65,0.000853202,0.00103618,429.109,0.00103618,0.00125022,443.719,0.00125022,0.00150059,460.673,0.00150059,0.00179347,476.695,0.00179347,0.00213605,488.707,0.00213605,0.0025368,491.916,0.0025368,0.00300557,481.433,0.00300557,0.00355391,455.841,0.00355391,0.00419533,418.062,0.00419533,0.00494564,372.545,0.00494564,0.00582331,322.832,0.00582331,0.00684996,270.762,0.00684996,0.00805089,216.613,0.00805089,0.00945568,160.758,0.00945568,0.0110989,107.794,0.0110989,0.0130211,66.3277,0.0130211,0.0152696,41.0552,0.0152696,0.0178998,32.0162,0.0178998,0.0209764,32.0162,0.0209764,0.0245753,18.4459,0.0245753,0.0287851,18.4459,0.0287851,inf,18.4459
Labrus_mixtus,Ray-finned fishes,LC,no,0.0,2.92157e-05,794.825,2.92157e-05,6.33909e-05,794.825,6.33909e-05,0.000103367,595.032,0.000103367,0.00015013,518.536,0.00015013,0.00020483,507.326,0.00020483,0.000268815,542.297,0.000268815,0.000343662,596.929,0.000343662,0.000431215,666.005,0.000431215,0.000533629,741.625,0.000533629,0.000653429,809.973,0.000653429,0.000793564,858.305,0.000793564,0.000957487,881.231,0.000957487,0.00114924,879.384,0.00114924,0.00137353,852.597,0.00137353,0.00163591,800.424,0.00163591,0.00194282,726.695,0.00194282,0.00230183,640.448,0.00230183,0.00272178,550.449,0.00272178,0.00321302,461.711,0.00321302,0.00378764,378.168,0.00378764,0.00445981,303.337,0.00445981,0.00524608,238.583,0.00524608,0.00616581,183.33,0.00616581,0.00724168,136.273,0.00724168,0.00850017,97.7127,0.00850017,0.00997228,69.2534,0.00997228,0.0116943,51.5135,0.0116943,0.0137086,47.2592,0.0137086,0.0160649,47.2592,0.0160649,0.0188211,20.2142,0.0188211,0.0220452,20.2142,0.0220452,inf,20.2142
Lacerta_agilis,Lepidosauria,LC,likely,0.0,5.57082e-05,2447.17,5.57082e-05,0.000120873,2447.17,0.000120873,0.000197099,992.148,0.000197099,0.000286265,522.114,0.000286265,0.000390567,354.329,0.000390567,0.000512574,297.339,0.000512574,0.000655291,272.185,0.000655291,0.000822235,242.742,0.000822235,0.00101752,215.481,0.00101752,0.00124595,200.88,0.00124595,0.00151316,197.799,0.00151316,0.00182572,199.121,0.00182572,0.00219135,197.612,0.00219135,0.00261904,190.974,0.00261904,0.00311933,181.139,0.00311933,0.00370454,170.252,0.00370454,0.0043891,160.276,0.0043891,0.00518985,153.105,0.00518985,0.00612654,149.618,0.00612654,0.00722223,149.615,0.00722223,0.00850391,152.108,0.00850391,0.0100032,155.262,0.0100032,0.0117569,156.899,0.0117569,0.0138083,154.957,0.0138083,0.016208,147.817,0.016208,0.019015,135.407,0.019015,0.0222985,120.213,0.0222985,0.0261394,121.011,0.0261394,0.0306323,121.011,0.0306323,0.0358878,6.77588,0.0358878,0.0420355,6.77588,0.0420355,inf,6.77588
Lagenorhynchus_acutus,Mammals,LC,no,0.0,9.80882e-06,782.297,9.80882e-06,2.12827e-05,782.297,2.12827e-05,3.47043e-05,2516.27,3.47043e-05,5.04041e-05,1683.9,5.04041e-05,6.8769e-05,1765.9,6.8769e-05,9.02514e-05,2225.76,9.02514e-05,0.00011538,2877.28,0.00011538,0.000144775,3625.56,0.000144775,0.000179159,4530.88,0.000179159,0.000219381,5453.95,0.000219381,0.000266429,6034.21,0.000266429,0.000321464,6094.14,0.000321464,0.000385842,5729.2,0.000385842,0.000461147,5056.79,0.000461147,0.000549236,3972.58,0.000549236,0.000652277,2779.53,0.000652277,0.00077281,1970.56,0.00077281,0.000913803,1646.02,0.000913803,0.00107873,1641.29,0.00107873,0.00127165,1663.87,0.00127165,0.00149733,1323.15,0.00149733,0.00176131,644.262,0.00176131,0.0020701,207.045,0.0020701,0.0024313,68.481,0.0024313,0.00285382,29.0662,0.00285382,0.00334807,16.9865,0.00334807,0.00392621,19.2092,0.00392621,0.0046025,253.185,0.0046025,0.00539358,253.185,0.00539358,0.00631895,37.8394,0.00631895,0.0074014,37.8394,0.0074014,inf,37.8394
Lagenorhynchus_albirostris,Mammals,LC,no,0.0,8.19296e-06,5.29191,8.19296e-06,1.77767e-05,5.29191,1.77767e-05,2.89872e-05,16549.3,2.89872e-05,4.21008e-05,27308.0,4.21008e-05,5.74403e-05,10926.9,5.74403e-05,7.53838e-05,5993.94,7.53838e-05,9.63732e-05,4580.1,9.63732e-05,0.000120925,4171.36,0.000120925,0.000149646,3850.76,0.000149646,0.000183241,3370.39,0.000183241,0.000222539,2919.98,0.000222539,0.000268508,2644.33,0.000268508,0.00032228,2575.62,0.00032228,0.00038518,2685.11,0.00038518,0.000458757,2941.36,0.000458757,0.000544824,3260.95,0.000544824,0.000645501,3491.56,0.000645501,0.000763268,3506.46,0.000763268,0.000901025,3223.75,0.000901025,0.00106217,2422.36,0.00106217,0.00125066,1178.45,0.00125066,0.00147116,373.617,0.00147116,0.00172908,118.602,0.00172908,0.00203078,39.5256,0.00203078,0.0023837,12.4188,0.0023837,0.00279652,5.70956,0.00279652,0.00327943,7.98892,0.00327943,0.0038443,306.525,0.0038443,0.00450507,306.525,0.00450507,0.00527799,37.8028,0.00527799,0.00618213,37.8028,0.00618213,inf,37.8028
Lagopus_muta,Birds,LC,no,0.0,2.86772e-05,4050.72,2.86772e-05,6.22224e-05,4050.72,6.22224e-05,0.000101462,4262.03,0.000101462,0.000147362,2088.34,0.000147362,0.000201054,1286.58,0.000201054,0.00026386,690.848,0.00026386,0.000337328,341.576,0.000337328,0.000423267,186.964,0.000423267,0.000523793,136.179,0.000523793,0.000641384,142.864,0.000641384,0.000778937,194.724,0.000778937,0.000939838,285.651,0.000939838,0.00112805,378.791,0.00112805,0.00134822,428.26,0.00134822,0.00160575,422.927,0.00160575,0.00190701,391.155,0.00190701,0.0022594,362.504,0.0022594,0.00267161,349.376,0.00267161,0.00315379,351.19,0.00315379,0.00371783,360.182,0.00371783,0.0043776,366.916,0.0043776,0.00514938,363.428,0.00514938,0.00605216,345.042,0.00605216,0.0071082,314.966,0.0071082,0.00834349,280.261,0.00834349,0.00978847,247.22,0.00978847,0.0114787,227.473,0.0114787,0.0134559,412.8,0.0134559,0.0157688,412.8,0.0157688,0.0184742,8.88394,0.0184742,0.0216388,8.88394,0.0216388,inf,8.88394
Lampetra_fluviatilis,Cyclostomes,LC,no,0.0,4.28251e-05,553.454,4.28251e-05,9.29197e-05,553.454,9.29197e-05,0.000151518,763.353,0.000151518,0.000220063,612.727,0.000220063,0.000300244,585.438,0.000300244,0.000394035,616.537,0.000394035,0.000503748,643.574,0.000503748,0.000632084,614.686,0.000632084,0.000782206,565.297,0.000782206,0.00095781,519.968,0.00095781,0.00116322,489.876,0.00116322,0.00140351,475.485,0.00140351,0.00168458,473.639,0.00168458,0.00201336,478.479,0.00201336,0.00239795,482.721,0.00239795,0.00284783,479.201,0.00284783,0.00337407,457.896,0.00337407,0.00398964,409.431,0.00398964,0.00470971,335.252,0.00470971,0.00555201,250.762,0.00555201,0.00653729,174.637,0.00653729,0.00768981,116.148,0.00768981,0.00903799,76.3729,0.00903799,0.010615,52.0891,0.010615,0.0124597,38.7201,0.0124597,0.0146176,32.9689,0.0146176,0.0171418,34.8669,0.0171418,0.0200944,87.4149,0.0200944,0.0235482,87.4149,0.0235482,0.0275884,23.2178,0.0275884,0.0323143,23.2178,0.0323143,inf,23.2178
Lampris_incognitus,Ray-finned fishes,LC,no,0.0,5.74945e-05,835.087,5.74945e-05,0.000124749,835.087,0.000124749,0.000203419,1236.93,0.000203419,0.000295444,1157.47,0.000295444,0.000403091,1032.06,0.000403091,0.00052901,1057.61,0.00052901,0.000676304,1013.18,0.000676304,0.000848601,870.77,0.000848601,0.00105015,721.409,0.00105015,0.0012859,590.188,0.0012859,0.00156168,489.276,0.00156168,0.00188427,424.585,0.00188427,0.00226162,382.886,0.00226162,0.00270302,348.235,0.00270302,0.00321935,310.356,0.00321935,0.00382333,268.012,0.00382333,0.00452984,222.497,0.00452984,0.00535627,174.47,0.00535627,0.00632299,127.8,0.00632299,0.00745381,88.2002,0.00745381,0.00877659,57.823,0.00877659,0.0103239,35.8983,0.0103239,0.0121339,22.197,0.0121339,0.0142511,14.778,0.0142511,0.0167277,11.2089,0.0167277,0.0196248,10.6307,0.0196248,0.0230136,13.7552,0.0230136,0.0269776,40.3335,0.0269776,0.0316145,40.3335,0.0316145,0.0370386,41.633,0.0370386,0.0433834,41.633,0.0433834,inf,41.633
Larus_argentatus,Birds,LC,no,0.0,2.99544e-05,1337.94,2.99544e-05,6.49935e-05,1337.94,6.49935e-05,0.000105981,1254.52,0.000105981,0.000153925,933.515,0.000153925,0.000210008,826.438,0.000210008,0.000275611,746.375,0.000275611,0.000352351,737.355,0.000352351,0.000442117,742.697,0.000442117,0.00054712,710.049,0.00054712,0.000669948,638.885,0.000669948,0.000813627,576.155,0.000813627,0.000981694,546.235,0.000981694,0.00117829,556.2,0.00117829,0.00140826,602.744,0.00140826,0.00167727,677.31,0.00167727,0.00199194,765.053,0.00199194,0.00236002,838.751,0.00236002,0.00279059,868.887,0.00279059,0.00329425,842.186,0.00329425,0.0038834,754.734,0.0038834,0.00457256,608.217,0.00457256,0.00537871,446.35,0.00537871,0.0063217,330.231,0.0063217,0.00742476,224.256,0.00742476,0.00871506,97.672,0.00871506,0.0102244,34.5451,0.0102244,0.0119899,20.8781,0.0119899,0.0140552,110.525,0.0140552,0.016471,110.525,0.016471,0.0192969,32.8104,0.0192969,0.0226025,32.8104,0.0226025,inf,32.8104
Larus_fuscus,Birds,LC,no,0.0,2.59719e-05,1269.31,2.59719e-05,5.63525e-05,1269.31,5.63525e-05,9.18902e-05,566.517,9.18902e-05,0.00013346,591.512,0.00013346,0.000182087,729.703,0.000182087,0.000238968,749.933,0.000238968,0.000305505,693.781,0.000305505,0.000383336,677.215,0.000383336,0.00047438,695.044,0.00047438,0.000580877,689.182,0.000580877,0.000705453,637.413,0.000705453,0.000851176,582.27,0.000851176,0.00102163,557.872,0.00102163,0.00122103,569.712,0.00122103,0.00145427,615.912,0.00145427,0.0017271,688.468,0.0017271,0.00204625,770.102,0.00204625,0.00241958,835.442,0.00241958,0.00285627,864.143,0.00285627,0.00336709,849.33,0.00336709,0.00396463,783.623,0.00396463,0.0046636,663.974,0.0046636,0.00548121,511.945,0.00548121,0.00643762,355.978,0.00643762,0.00755638,219.769,0.00755638,0.00886505,118.581,0.00886505,0.0103959,68.6745,0.0103959,0.0121865,204.331,0.0121865,0.0142812,204.331,0.0142812,0.0167314,19.3243,0.0167314,0.0195975,19.3243,0.0195975,inf,19.3243
Larus_michahellis,Birds,LC,no,0.0,2.42771e-05,1460.74,2.42771e-05,5.26753e-05,1460.74,5.26753e-05,8.58941e-05,1631.88,8.58941e-05,0.000124752,1912.93,0.000124752,0.000170205,1496.28,0.000170205,0.000223375,1099.52,0.000223375,0.00028557,909.433,0.00028557,0.000358323,833.037,0.000358323,0.000443425,792.155,0.000443425,0.000542973,733.651,0.000542973,0.00065942,665.578,0.00065942,0.000795634,610.437,0.000795634,0.00095497,578.333,0.00095497,0.00114135,575.774,0.00114135,0.00135937,603.675,0.00135937,0.00161441,656.49,0.00161441,0.00191273,724.287,0.00191273,0.00226169,789.117,0.00226169,0.00266989,824.781,0.00266989,0.00314738,810.794,0.00314738,0.00370593,745.169,0.00370593,0.00435928,652.254,0.00435928,0.00512355,567.302,0.00512355,0.00601755,472.47,0.00601755,0.0070633,285.632,0.0070633,0.00828658,102.23,0.00828658,0.0097175,40.5742,0.0097175,0.0113913,136.242,0.0113913,0.0133493,136.242,0.0133493,0.0156396,27.5721,0.0156396,0.0183187,27.5721,0.0183187,inf,27.5721
Lateolabrax_maculatus,Ray-finned fishes,,,0.0,4.01187e-05,4.36568,4.01187e-05,8.70475e-05,4.36568,8.70475e-05,0.000141943,68.0172,0.000141943,0.000206156,82.0578,0.000206156,0.00028127,71.081,0.00028127,0.000369134,108.104,0.000369134,0.000471913,149.0,0.000471913,0.000592139,193.234,0.000592139,0.000732773,263.236,0.000732773,0.00089728,353.236,0.00089728,0.00108971,438.411,0.00108971,0.00131481,501.921,0.00131481,0.00157812,541.725,0.00157812,0.00188612,564.179,0.00188612,0.00224641,574.52,0.00224641,0.00266785,573.994,0.00266785,0.00316084,562.624,0.00316084,0.00373751,536.938,0.00373751,0.00441207,492.872,0.00441207,0.00520114,433.265,0.00520114,0.00612415,363.712,0.00612415,0.00720385,290.531,0.00720385,0.00846682,222.916,0.00846682,0.00994418,165.643,0.00994418,0.0116723,118.373,0.0116723,0.0136938,81.8515,0.0136938,0.0160585,58.215,0.0160585,0.0188245,65.7984,0.0188245,0.0220601,65.7984,0.0220601,0.0258449,10.7631,0.0258449,0.0302722,10.7631,0.0302722,inf,10.7631
Lathamus_discolor,Birds,CR,no,0.0,3.42939e-05,272.0,3.42939e-05,7.44092e-05,272.0,7.44092e-05,0.000121334,1163.56,0.000121334,0.000176225,492.628,0.000176225,0.000240433,367.702,0.000240433,0.00031554,355.684,0.00031554,0.000403397,361.635,0.000403397,0.000506167,369.653,0.000506167,0.000626383,385.993,0.000626383,0.000767005,412.116,0.000767005,0.000931498,448.478,0.000931498,0.00112391,498.524,0.00112391,0.00134899,556.893,0.00134899,0.00161228,615.81,0.00161228,0.00192026,668.174,0.00192026,0.00228051,706.387,0.00228051,0.00270192,717.361,0.00270192,0.00319487,687.07,0.00319487,0.00377149,615.019,0.00377149,0.004446,519.343,0.004446,0.005235,422.578,0.005235,0.00615793,339.215,0.00615793,0.00723753,274.881,0.00723753,0.0085004,227.235,0.0085004,0.00997764,191.55,0.00997764,0.0117056,165.35,0.0117056,0.013727,147.621,0.013727,0.0160914,181.443,0.0160914,0.0188572,181.443,0.0188572,0.0220925,11.9763,0.0220925,0.025877,11.9763,0.025877,inf,11.9763
Lemur_catta,Mammals,EN,yes,0.0,3.15435e-05,739.595,3.15435e-05,6.84414e-05,739.595,6.84414e-05,0.000111603,1026.79,0.000111603,0.000162091,1319.81,0.000162091,0.000221149,1162.43,0.000221149,0.000290233,1137.84,0.000290233,0.000371043,973.681,0.000371043,0.000465571,762.338,0.000465571,0.000576145,602.457,0.000576145,0.000705489,508.496,0.000705489,0.00085679,472.474,0.00085679,0.00103377,483.187,0.00103377,0.0012408,525.829,0.0012408,0.00148297,579.782,0.00148297,0.00176625,621.4,0.00176625,0.00209761,635.376,0.00209761,0.00248522,618.211,0.00248522,0.00293863,574.045,0.00293863,0.00346901,512.023,0.00346901,0.00408941,443.369,0.00408941,0.00481514,380.707,0.00481514,0.00566405,332.61,0.00566405,0.00665706,296.604,0.00665706,0.00781864,269.496,0.00781864,0.0091774,248.053,0.0091774,0.0107668,218.593,0.0107668,0.012626,170.174,0.012626,0.0148008,127.889,0.0148008,0.0173448,127.889,0.0173448,0.0203206,37.8788,0.0203206,0.0238016,37.8788,0.0238016,inf,37.8788
