,accession,Gardiner_captivity_flag,Gardiner_domestication_flag,Gardiner_flag_notes,Sudmant_zoo_flag,Combined_captivity_flag,Animal,Assembly,Band,Bird,CBP,Cells,Collection,Columbia,Common,Culture,ENA,ENA.CHECKLIST,ENA.FIRST.PUBLIC,ENA.LAST.UPDATE,External,Father,Field,Funding,GAL,GAL_sample_id,GN,Genome,INSDC,ISIS,Identified,Individual,Loan,Local,Marine,Material,McGill,Mobilization,Moreton,Mother,Necropsy,Note,Oregon,Panamanian,Permit,Permits,Previous,Report,Sample,Scientific,Sex,Smithsonian,Source,Species360,Stanford,State,Studbook,Subject,Submission,Submitter,ToLID,Tube,Turtle,UF,UQ,USNM,Vassar,Weight,Wieght,age,altitude,barcoding,bio.material,biomaterial,biomaterial_provider,bioproject_accession2,birth_date,birth_location,breed,breed_note,breeding_history,breeding_method,broker,cell_line,cell_type,collected,collected.by,collected_by,collecting,collection,collection.date,collection_date,common,country,cultivar,culture_or_strain_id,date,death_date,depth,derived.from,dev_stage,developmental_age,ecotype,elevation,env_broad_scale,env_local_scale,env_medium,estimated_size,family,funding,geo_loc_name,geographic,growth_protocol,habitat,health_state,identified,identified_by,identifier_affiliation,isol_growth_condt,isolate,isolate_name_alias,isolation.source,isolation_source,label,lat.lon,lat_lon,latitude,lifestage,material,note,order,organism,orgmod_note,original,permit,permits,phenotype,project,provider,proxy,ref_biomaterial,relationship,sample,sample_type,scientific_name,sex,specimen,specimen_id,specimen_voucher,storage,store_cond,strain,sub,sub_species,subject,subject_id,submission,symbiont,tissue,tolid,treatment,voucher,yggdrasil,yggdrasil_individual_id
587,GCF_013368585.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Institute of Molecular and Cell Biology""",,"Attribute ""unknown""",,,,,,,,,,,"Attribute ""Byrappa Venkatesh""",,,,"Attribute ""2018-08-24""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Singapore""",,,,,,,,,"Attribute ""fMegCyp1""",,,,,,"Attribute ""1.3521 N 103.8198 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""unknown""",,,,,"Attribute ""frozen""",,,,,,,,"Attribute ""whole body""",,"Attribute ""liquid nitrogen""",,,
588,GCF_013368605.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Smithsonian National Museum of Natural History, Washington D.C.""",,,,,,,,,,,,,"Attribute ""O'Shea B.J., Gary Graves""",,,,"Attribute ""2010-10-15""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Guyana: St. Cuthbert's Mission Road, Linden Highway""",,,,,,,,,"Attribute ""bNycGra1""",,,,,,"Attribute ""6.18 N 58.13 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""frozen""",,,,"ID	Attribute ""B13694 (Smithsonian tissue sample #)""",,,,"Attribute ""muscle""",,,,,
590,GCF_014839835.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,"coordinator	Attribute ""Matthew Fuxjager""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Wake Forest University""",,"Attribute ""unknown""",,,,,,,,,,,"Attribute ""Matt Fuxjager, Eric Schuppe""",,,,"Attribute ""2019-04-02""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""USA: North Carolina""",,,,,,,,,"Attribute ""bDryPub1""",,,,,,"Attribute ""36.13054 N 80.2563 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""frozen""",,,,"ID	Attribute ""DW19-01F""",,,,"Attribute ""blood""",,"Attribute ""ethanol""",,,
594,GCF_015220745.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,"coordinator	Attribute ""Peter Sudmant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""UC Berkeley""",,"Attribute ""unknown""",,,,,,,,,,,"Attribute ""University of Washington""",,,,"Attribute ""2017-10-05""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""USA: California coast""",,,,,,,,,"Attribute ""fSebUmb1""",,,,,,"Attribute ""33.599833 N 118.265167 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""male""",,,,,"Attribute ""frozen""",,,,"ID	Attribute ""SEB-10""",,,,"Attribute ""muscle""",,"Attribute ""flash Frozen""",,,
595,GCF_015220805.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""University of Cyprus""",,,,,,,,,,,,,"Attribute ""Alex Kirschel""",,,,"Attribute ""2019-07-03""",,,,,,,,,"Attribute ""Adult""",,,,,,,,,,"Attribute ""Eswatini""",,,,,,,,,"Attribute ""bPogPus1""",,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,,,,,,,,,"Attribute ""Blood""",,"Attribute ""99% Ethanol/Dry Ice""",,,
597,GCF_015227805.1,no,no,Associated publication (https://www.cell.com/cell-reports/fulltext/S2211-1247(23)00003-7?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2211124723000037%3Fshowall%3Dtrue#sec-3),NA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""University of Milan""",,"Attribute ""Unknown""",,,,,,,,,,,"Attribute ""Giulio Formenti, Nicola Saino""",,,,"Attribute ""2018-05-22""",,,,,,,,,"Attribute ""Adult""",,,,,,,,,,"Attribute ""Italy""",,,,,,,,,"Attribute ""bHirRus1""",,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""Frozen""",,,,,,,,"Attribute ""Muscle""",,"Attribute ""Flash Frozen""",,,
598,GCF_015237465.2,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""17 years""",,,,,"Attribute ""Israel Sea Turtle Rescue Centre, Michmoret, Israel""",,"Attribute ""Aug-2011""","Attribute ""Israel, Mediterranean Sea""",,,,,,,,,,"Attribute ""Yaron Tikochinski""",,,,"Attribute ""2018-06-04""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Israel: Mediterranean Sea""",,,,,,,,,"Attribute ""rCheMyd1""",,,,,,"Attribute ""31.814194 N 34.753376 E""",,,,,,,,,,"Attribute ""DE-E-01556/18 (CITES)""",,,,,,,,,,"Attribute ""male""",,,,,"Attribute ""frozen""",,,,,,,,"Attribute ""blood""",,"Attribute ""frozen""",,,
599,GCF_015852505.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""The University of Adelaide, Australia, Tasman Daish""",,,,,,,,,,,,,"Attribute ""Tasman Daish, Frank Grutzner""",,,,,,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Australia: Upper Barnard River, New South Wales""",,,,,,,,,"Attribute ""mTacAcu1""",,,,,,"Attribute ""31.647305 S 151.500011 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""male""",,,,,"Attribute ""frozen""",,,,"ID	Attribute ""Emale12#1B""",,,,"Attribute ""liver""",,"Attribute ""flash frozen""",,,
602,GCF_017639655.2,,,,no,no,,,,,,,,,,,,,,,,"Attribute ""H207084""",,,,,,,,,,,,,,,,,,"Attribute ""H207183""",,,,,"Attribute ""Law 157/1992 [Art. 4 (1) and Art. 7 (5)]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""University of Milan""",,"Attribute ""2016-06-17""",,,,,,,,,,,"Attribute ""Diego Rubolini""",,,,"Attribute ""2016-06-25""",,,,,,,,,"Attribute ""Juvenile""",,,,,,,,,,"Attribute ""Italy: Matera""",,,,,,,,,"Attribute ""bFalNau1""",,,,,,"Attribute ""40.67 N 16.60 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,"Attribute ""P51P2 - H187058 (nest 2016-P51)""",,"Attribute ""Frozen""",,,,,,,,"Attribute ""blood""",,"Attribute ""EtOH""",,,
604,GCF_017976325.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Institute of Molecular and Cell Biology""",,"Attribute ""unknown""",,,,,,,,,,,"Attribute ""Byrappa Venkatesh""",,,,"Attribute ""2018-06-20""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Singapore""",,,,,,,,,"Attribute ""fCheRos1""",,,,,,"Attribute ""1.3521 N 103.8198 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""unknown""",,,,,"Attribute ""frozen""",,,,,,,,"Attribute ""liver""",,"Attribute ""liquid nitrogen""",,,
605,GCF_017976375.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,"coordinator	Attribute ""Jochen Wolf""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Institute of Vertebrate Biology, Czech Academy of Sciences, Brno, Czech Republic""",,"Attribute ""14-June-2016""",,,,,,,,,,,"Attribute ""Michal Sulc""",,,,"Attribute ""2018-05-08""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Czech Republic: Hodonin""",,,,,,,,,"Attribute ""bCucCan1""",,,,,,"Attribute ""48.8557750 N 17.0677347 E""",,,,,,,,,"#	Attribute ""MUHOCJ, 14306/2016/OZP""",,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""frozen""",,,,"ID	Attribute ""GA19462""",,,,"Attribute ""blood""",,"Attribute ""ethanol""",,,
607,GCF_018492685.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Nina Overgaard Therkildsen""",,,,,,,,,,,,,"Attribute ""Reid Hyle""",,,,"Attribute ""2020-02-07""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""USA: St. Johns River, Florida""",,,,,,,,,"Attribute ""fAloSap1""",,,,,,"Attribute ""28.438892 N 81.894728 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""male""",,,"Attribute ""AsapiF_1""",,"Attribute ""frozen -80oC""",,,,,,,,"Attribute ""muscle""",,"Attribute ""flash frozen""",,,
608,GCF_019393635.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Universidad Austral de Chile""",,,,,,,,,,,,,"Attribute ""Roberto Nespolo, Julian Quintero""",,,,"Attribute ""2014-02-10""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Chile: San Martin, comuna de Valdivia, Region de los Rios""",,,,,,,,,"Attribute ""mDroGli1""",,,,,,"Attribute ""39.647794 S 73.196942 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""frozen""",,,,,,,,"Attribute ""kidney, liver""",,"Attribute ""flash frozen""",,,
609,GCF_020382885.2,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Institue of Molecular and Cell Biology""",,"Attribute ""unknown""",,,,,,,,,,,"Attribute ""Byrappa Venkatesh""",,,,"Attribute ""2018-08-06""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Singapore""",,,,,,,,,"Attribute ""fScaArg1""",,,,,,"Attribute ""1.3521 N 103.8198 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""unknown""",,,,,"Attribute ""frozen""",,,,,,,,"Attribute ""muscle""",,"Attribute ""liquid nitrogen""",,,
615,GCF_023343835.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""adult""",,,,,"Attribute ""Icelandic Institute of Natural History""",,,,,,,,,,,"by	Attribute ""Kristinn P. Magnusson""",,,,,,,,,,,,,,,"Attribute ""adult""",,,,,,,,,,,"location	Attribute ""Iceland: Husavik, NE""",,,,,,,,"Attribute ""bLagMut1""",,,,,,,"and longitude	Attribute ""66.088900 N 17.264700 W""",,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,"conditions	Attribute ""dry ice, -70 C""",,,,,,,,,"Attribute ""blood""",,"Attribute ""liquid nitrogen""",,,
616,GCF_023375975.1,no,no,Associated publication (https://www.biorxiv.org/content/10.1101/2023.11.16.567450v2.full#sec-2),NA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""adult""",,,,,,,,,,,,,,,,,,,"Attribute ""ESR-SI-001""",,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,,,,,,,,,"Attribute ""muscle""",,,,,
617,GCF_023634085.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Farooq Omar Al-Ajli, Qatar Falcon Genome Project""",,,,,,,,,,,,,"Attribute ""Farooq Omar Al-Ajli, Souq Waqif Falcon Hospital""",,,,"Attribute ""2020-02-12""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Qatar:Doha""",,,,,,,,,"Attribute ""bFalChe1""",,,,,,"Attribute ""25.286106 N 51.534817 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""-80C""",,,,,,,,"Attribute ""blood""",,"Attribute ""Preserved EDTA + 1mL ethanol""",,,
618,GCF_023634155.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Farooq Omar Al-Ajli, Qatar Falcon Genome Project""",,,,,,,,,,,,,"Attribute ""Farooq Omar Al-Ajli, Souq Waqif Falcon Hospital""",,,,"Attribute ""2020-02-16""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Qatar:Doha""",,,,,,,,,"Attribute ""bFalPer1""",,,,,,"Attribute ""25.286106 N 51.534817 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""-80C""",,,,,,,,"Attribute ""blood""",,"Attribute ""Preserved EDTA + 1mL ethanol""",,,
622,GCF_025265405.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""San Diego Zoo Wildlife Alliance/Hubbs SeaWorld Research Institute""",,,,,,,,,,"Attribute ""cultured fribroblasts from skin""",,,"Attribute ""Judy St. Leger""",,,,"Attribute ""2011-01-11""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""USA: Florida, Melbourne Beach""",,,,,,,,,"Attribute ""mMesDen1""",,,,,,"Attribute ""27.883333 N 80.457294 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""male""",,,,,"Attribute ""liquid nitrogen""",,,,,,,,"Attribute ""muscle""",,"Attribute ""established a cell line""",,,
623,GCF_026419915.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Guilherme Oliveira""",,,,,,,,,,,,,"Attribute ""Tomas Hrbek""",,,,"Attribute ""2002-06-24""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Brazil: Sao Jose do Laguinho / / Gleba Vila Amazonia in the municipality of Parintins""",,,,,,,,,"Attribute ""bHarHar1""",,,,,,"Attribute ""2.625833 S 56.649722 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""blood""",,,,,
624,GCF_026419965.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""San Diego Zoo Wildlife Alliance/Hubbs SeaWorld Research Institute""",,,,,,,,,,,,,,,,,"Attribute ""2017-08-24""",,,,,,,,,"Attribute ""Juvenile""",,,,,,,,,,"Attribute ""USA: La Jolla, CA""",,,,,,,,,"Attribute ""mKogBre1""",,,,,,"Attribute ""32.866232 N 117.25444 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""liquid nitrogen""",,,,,,,,"Attribute ""fibroblast cells from skin""",,"Attribute ""cell culture""",,,
625,GCF_026979565.1,no,no,lat_lon,NA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""not collected""",,,,,"Attribute ""Christopher Witt""",,,,,,,,,,,,,,,,,"Attribute ""2011-01-16""",,,,,,,,,,,,,,,,,,,"Attribute ""South Africa""",,,,,,,,,"Attribute ""OUT-0048""",,,,,,"Attribute ""28.04 S 26.29 E""",,,,,,,,,,,,,,,,,,"Attribute ""tissue sample""",,"Attribute ""female""",,,"Attribute ""MSB:Bird:30254""",,,,,,,,,,"Attribute ""muscle""",,,,,
626,GCF_027172205.1,no,no,lat_lon,NA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""University of Florence""",,,,,,,,,,,,,"Attribute ""Claudio Ciofi""",,,,"Attribute ""2020-07-01""",,,,,,,,,"Attribute ""adult""",,"Attribute ""La Canna islet""",,,,,,,,"Attribute ""Italy: Stromboli Island""",,,,,,,,,"Attribute ""rPodRaf1""",,,,,,"Attribute ""38.788175 N 15.229709 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,"Attribute ""LC15""",,"Attribute ""-80oC""",,,,,,,,"Attribute ""blood, muscle""",,"Attribute ""Liquid nitrogen""",,,
628,GCF_027358695.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Karen Pfenning, UNC Chapel Hill""",,,,,,,,,,,,,"Attribute ""Catherine Chen""",,,,"Attribute ""2019-07-01""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""USA: Anton, Colorado""",,,,,,,,,"Attribute ""aSpeBom1""",,,,,,"Attribute ""39.74511 N 103.19081 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""muscle""",,"Attribute ""flash frozen""",,,
630,GCF_027409185.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mammals #	Attribute ""458983""",,,,,,,,,"Attribute ""Felix Grewe and Adam W Ferguson, Chicago Field Museum""",,,,,,,,,,,,,"Attribute ""Paul D. Helderman""",,,,"Attribute ""1987-04-06""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Philippines: Leyte Province, Leyte Island, Baybay""",,,,,,,,,"Attribute ""mCynVol1""",,,,,,"Attribute ""10.75 N 124.8 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""male""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""heart, kidney""",,"Attribute ""flash frozen in liquid nitrogen""",,,
631,GCF_027409825.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Biotechnology Program of the Korea Institute of Marine Science and Technology Promotion (KIMST)	Attribute ""20180430""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""1 year""",,,,,"Attribute ""Chul Lee and Heebal Kim, Seoul National University""",,,,,,,,,,,,,"Attribute ""JinGu Kim and Chul Lee""",,,,"Attribute ""2019-07-08""",,,,,,"Attribute ""08-Jul-2019""",,,"Attribute ""juvenile""",,,,,,,,,,"Attribute ""South Korea: Gyeongsangnam, near Dara National Park""",,,,,,,,,"Attribute ""fScoJap1""",,,,,,"Attribute ""34.77106278 N 128.39832655 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""male""",,,"Attribute ""20180430""",,"Attribute ""-80oC""",,,,,,,,"Attribute ""muscle, liver, gill, brain, gonad""",,"Attribute ""liquid nitrogen""",,,
632,GCF_027579445.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""adult""",,,,,"Attribute ""University of New Hampshire""",,,,,,,,,,,,,"Attribute ""Nicole Guido""",,,,"Attribute ""2020-07-31""",,,,,,,,,,,,,,,,,,,"Attribute ""USA: Mendall Marsh, Waldo County, Maine""",,,,,,,,,"Attribute ""bAmmNel1""",,,,,,"Attribute ""44.5864 N 68.8591 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,"Attribute ""NESP 2821-27714""",,"Attribute ""-80oC""",,,,,,,,"Attribute ""blood""",,"Attribute ""100% EtOH frozen""",,,
633,GCF_027579695.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""James Cook University, Australia""",,,,,,,,,,,,,"Attribute ""Aaron Davis""",,,,"Attribute ""2020-08-07""",,,,,,,,,"Attribute ""subadult""",,,,,,,,,,"Attribute ""Australia: Ayr""",,,,,,,,,"Attribute ""fNeoGra1""",,,,,,"Attribute ""19.567261 S 147.423886 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""not determined""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""blood""",,"Attribute ""95% EtOH""",,,
634,GCF_027579735.1,no,no,lat_lon,NA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Jacek Szymura, Jagiellonian University""",,,,,,,,,,,,,,,,,"Attribute ""2020-08""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Poland: Ksiaz Wielki""",,,,,,,,,"Attribute ""aBomBom1""",,,,,,"Attribute ""50.433333 N 20.150000 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""male""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""blood, muscle, kidney, liver""",,"Attribute ""flash frozen in 100 EToH""",,,
635,GCF_027595985.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Liliana M. Davalos, Stony Brook University/ sample from Max Planck Institute of Animal Behavior""",,,,,,,,,,,,,"Attribute ""Marion Muturi""",,,,"Attribute ""2020-11-11""",,,,,,,,,"Attribute ""juvenile""",,,,,,,,,,"Attribute ""Germany: Radolfzell, Max Planck Institute of Animal Behavior""",,,,,,,,,"Attribute ""mSorAra2""",,,,,,"Attribute ""47.7744 N 9.0157 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""spleen, kidney, muscle""",,"Attribute ""flash frozen""",,,
637,GCF_027887155.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ID	Attribute ""1075B26C-A""",,,,,,,,,,,,,"Attribute ""Matthew Wolak""",,,,,,,,,,,,,"Attribute ""Iwo Gross""",,,,"Attribute ""2021-04-10""",,,,,,,,,"Attribute ""juvenile""",,,,,,,,,,"Attribute ""USA: Alabama""",,,,,,,,,"Attribute ""rMalTer1""",,,,,,"Attribute ""30.343790 N 88.131310 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""male""",,,,,,,,"Attribute ""pileata""",,,,,"Attribute ""blood""",,"Attribute ""Frozen in trace EDTA""",,,
638,GCF_028017835.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""University of Florence""",,,,,,,,,,,,,"Attribute ""Claudio Ciofi""",,,,"Attribute ""2019-08-01""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""Italy: Reserve Naturale Monte Rufeno""",,,,,,,,,"Attribute ""rEmyOrb1""",,,,,,"Attribute ""42.78473 N 11.88612 E""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""-80oC""",,,,,,,,"Attribute ""blood""",,"Attribute ""EDTA flash frozen in liquid nitrogen""",,,
640,GCF_028018845.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""University of New Hampshire""",,,,,,,,,,,,,"Attribute ""Jon Clark""",,,,"Attribute ""2020-07-23""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""USA: Durham, New Hampshire""",,,,,,,,,"Attribute ""bMelGeo1""",,,,,,"Attribute ""43.14 N 71.00 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,,,"Attribute ""-80C""",,,,,,,,"Attribute ""Whole blood""",,"Attribute ""100% ethanol""",,,
641,GCF_028021215.1,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ID	Attribute ""14097""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""Univ. California Santa Barbara, San Diego Zoo Wildlife Alliance""",,,,,,,,,"Attribute ""mEscRob2 fibroblast""",,,,"Attribute ""Jeffrey K. Jacobsen""",,,,"Attribute ""2016-03-18""",,,,,,,,,"Attribute ""adult""",,,,,,,,,,"Attribute ""USA: North Pacific Ocean, near Crescent City, California""",,,,,,,,,"Attribute ""mEscRob2""",,,,,,"Attribute ""41.8349 N 124.2969 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""male""",,,,,"Attribute ""liquid nitrogen""",,,,,,,,"Attribute ""Cells grown from a skin dart biopsy of epidermis and blubber""",,"Attribute ""frozen""",,,
642,GCF_028023285.1,,,,no,no,,,,,,,,,,,,,,,,,"ID	Attribute ""FLGM110206-32""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attribute ""National Marine Mammal Tissue Bank (NIST) and Southwest Fisheries Science Center (SWFSC)""",,,,,,,,,,,,,"Attribute ""Lydia Staggs""",,,,"Attribute ""2006-11-02""",,,,,,,,,"Attribute ""calf""",,,,,,,,,,"Attribute ""USA: Gulf of Mexico, Sandestin, Florida""",,,,,,,,,"Attribute ""mBalRic1""",,,,,,"Attribute ""30.37 N 86.35 W""",,,,,,,,,,,,,,,,,,,,"Attribute ""female""",,,"Attribute ""NIST 3 NM17K954C""",,"Attribute ""liquid nitrogen""",,,,,,,,"Attribute ""muscle and kidney""",,"Attribute ""flash frozen in liquid nitrogen""",,,
