"","Generations_end","IUCN","Ne_median","Ne_min","Ne_max","Ne_lq","Ne_uq"
"144",1749.616,"LC",16283.131083276,16283.131083276,16283.131083276,16283.131083276,16283.131083276
"145",1756.6,"LC",1023455.03066527,1023455.03066527,1023455.03066527,1023455.03066527,1023455.03066527
"146",1758.472,"EN",5127.73837253276,5127.73837253276,5127.73837253276,5127.73837253276,5127.73837253276
"147",1761.952,"LC",826890.478356142,826890.478356142,826890.478356142,826890.478356142,826890.478356142
"148",1764.44,"LC",24461.8395303327,24461.8395303327,24461.8395303327,24461.8395303327,24461.8395303327
"149",1772.44,"CR",629.886541686679,629.886541686679,629.886541686679,629.886541686679,629.886541686679
"150",1774.952,"LC",21687.6223317447,21687.6223317447,21687.6223317447,21687.6223317447,21687.6223317447
"151",1775.608,"LC",37348.2726423903,37348.2726423903,37348.2726423903,37348.2726423903,37348.2726423903
"152",1776.752,"NT",10202.4679770036,10202.4679770036,10202.4679770036,10202.4679770036,10202.4679770036
"153",1808.4,"LC",18949.8019745694,18949.8019745694,18949.8019745694,18949.8019745694,18949.8019745694
"154",1810.68,"EN",5698.67135477363,5698.67135477363,5698.67135477363,5698.67135477363,5698.67135477363
"155",1813.632,"NT",119600.41501344,119600.41501344,119600.41501344,119600.41501344,119600.41501344
"156",1816.128,"LC",17169.8137504453,17169.8137504453,17169.8137504453,17169.8137504453,17169.8137504453
"157",1823.256,"VU",10471.5057239868,10471.5057239868,10471.5057239868,10471.5057239868,10471.5057239868
"158",1823.656,"LC",3924.99337657368,3924.99337657368,3924.99337657368,3924.99337657368,3924.99337657368
"159",1876.016,"EN",289475.398209595,289475.398209595,289475.398209595,289475.398209595,289475.398209595
"160",1883.816,"LC",44582.501591038,44582.501591038,44582.501591038,44582.501591038,44582.501591038
"161",1884.152,"CR",6445.19889078127,6445.19889078127,6445.19889078127,6445.19889078127,6445.19889078127
"162",1891.288,"LC",11948.109361045,11948.109361045,11948.109361045,11948.109361045,11948.109361045
"163",1891.744,"LC",79435.3733661137,79435.3733661137,79435.3733661137,79435.3733661137,79435.3733661137
"164",1893.088,"NT",7122.35493543585,7122.35493543585,7122.35493543585,7122.35493543585,7122.35493543585
"165",1893.904,"LC",70771.2831364417,70771.2831364417,70771.2831364417,70771.2831364417,70771.2831364417
"166",1898.032,"LC",83036.822679017,83036.822679017,83036.822679017,83036.822679017,83036.822679017
"167",1908.512,"LC",1976.87061381833,1976.87061381833,1976.87061381833,1976.87061381833,1976.87061381833
"168",1922.568,"LC",24468.7228550106,24468.7228550106,24468.7228550106,24468.7228550106,24468.7228550106
"169",1922.656,"LC",127763.280194456,127763.280194456,127763.280194456,127763.280194456,127763.280194456
"170",1933.888,"VU",9732.78635074042,9732.78635074042,9732.78635074042,9732.78635074042,9732.78635074042
"171",1942.168,"LC",27383.3810260553,27383.3810260553,27383.3810260553,27383.3810260553,27383.3810260553
"172",1948.584,"NT",33702.3743322717,33702.3743322717,33702.3743322717,33702.3743322717,33702.3743322717
"173",1957.904,"LC",10238.5322040232,10238.5322040232,10238.5322040232,10238.5322040232,10238.5322040232
"174",1963.256,"LC",4493.24608947176,4493.24608947176,4493.24608947176,4493.24608947176,4493.24608947176
"175",1969.16,"LC",28232.8362001426,28232.8362001426,28232.8362001426,28232.8362001426,28232.8362001426
"176",1977.344,"LC",1133.17657724015,1133.17657724015,1133.17657724015,1133.17657724015,1133.17657724015
"177",1981.504,"LC",269162.702124367,269162.702124367,269162.702124367,269162.702124367,269162.702124367
"178",1982.248,"LC",53416.5206615102,53416.5206615102,53416.5206615102,53416.5206615102,53416.5206615102
"179",1985.44,"LC",9063820.62698979,9063820.62698979,9063820.62698979,9063820.62698979,9063820.62698979
"180",2001.912,"LC",48496.1936550005,48496.1936550005,48496.1936550005,48496.1936550005,48496.1936550005
"181",2013.312,"LC",61009.1834073324,61009.1834073324,61009.1834073324,61009.1834073324,61009.1834073324
"182",2017.608,"NT",4971.64299128844,4971.64299128844,4971.64299128844,4971.64299128844,4971.64299128844
"183",2020.112,"CR",4899.95516541024,4899.95516541024,4899.95516541024,4899.95516541024,4899.95516541024
"184",2027.896,"VU",5518.53538070996,5518.53538070996,5518.53538070996,5518.53538070996,5518.53538070996
"185",2031.824,"LC",10714.3239797285,10714.3239797285,10714.3239797285,10714.3239797285,10714.3239797285
"186",2032.72,"NT",4876.13400591475,4876.13400591475,4876.13400591475,4876.13400591475,4876.13400591475
"187",2043.88,"LC",5614.12964148168,5614.12964148168,5614.12964148168,5614.12964148168,5614.12964148168
"188",2051.424,"EN",19182.3522359429,19182.3522359429,19182.3522359429,19182.3522359429,19182.3522359429
"189",2053.784,"LC",132140.108156679,132140.108156679,132140.108156679,132140.108156679,132140.108156679
"190",2070.768,"NT",50680.6410087475,50680.6410087475,50680.6410087475,50680.6410087475,50680.6410087475
"191",2071.632,"LC",10660.5546153539,10660.5546153539,10660.5546153539,10660.5546153539,10660.5546153539
"192",2077.752,"LC",31513.1843284934,31513.1843284934,31513.1843284934,31513.1843284934,31513.1843284934
"193",2088.2,"CR",11127.8647296763,11127.8647296763,11127.8647296763,11127.8647296763,11127.8647296763
"194",2092.944,"LC",9821.75961734425,9821.75961734425,9821.75961734425,9821.75961734425,9821.75961734425
"195",2099.032,"VU",6110.14452019326,6110.14452019326,6110.14452019326,6110.14452019326,6110.14452019326
"196",2114.432,"LC",39550.7040025312,39550.7040025312,39550.7040025312,39550.7040025312,39550.7040025312
